,SSC-H,SSC-A,FSC-H,FSC-A
12481,4660.0,4382.1181640625,3284.0,3250.804931640625
12483,247880.0,387532.34375,5148.0,8619.16015625
12484,925045.0,919074.0625,7740.0,13640.384765625
12485,10104.0,10547.5927734375,1161.0,-6910.96484375
12486,2021.0,2192.697509765625,7430.0,1032.4599609375
12487,1683.0,1511.1075439453125,7100.0,852.0549926757812
12490,259805.0,261055.796875,2167.0,-8961.634765625
12491,196380.0,192979.921875,3460.0,-3796.294921875
12492,6846.0,6780.1220703125,5477.0,5125.53515625
12493,4864.0,4703.3857421875,2074.0,-2769.155029296875
12494,201329.0,200269.03125,4441.0,3826.219970703125
12495,3416210.0,3345976.0,58296.0,62178.734375
12496,527051.0,528539.9375,6646.0,10632.7802734375
12498,212143.0,216579.3125,3739.0,-1119.9549560546875
12499,6203.0,6076.06201171875,5189.0,2972.169921875
12500,10119.0,16782.08203125,2179.0,-14425.2744140625
12501,200678.0,195353.046875,4539.0,2026.5399169921875
12502,210894.0,208007.203125,3000.0,-13462.9248046875
12503,3452106.0,3477012.75,56846.0,46645.09375
12506,262358.0,256601.390625,4733.0,6459.4296875
12507,51961.0,53108.8515625,2442.0,-7133.35986328125
12508,851231.0,852892.75,8587.0,5288.27001953125
12509,219494.0,223189.375,4682.0,8440.2744140625
12510,144399.0,139952.390625,3233.0,-3219.074951171875
12512,315632.0,320042.5,2507.0,-4096.9697265625
12513,281333.0,275288.28125,3534.0,895.469970703125
12515,65737.0,66830.8671875,788.0,-5114.22998046875
12517,848625.0,855758.375,-1231.0,-26365.064453125
12518,2803.0,2331.663818359375,-1150.0,-12558.9052734375
12519,214871.0,217542.25,5299.0,3787.175048828125
12520,930450.0,908642.1875,4834.0,-2639.195068359375
12521,203008.0,204976.296875,5235.0,422.2749938964844
12522,902546.0,886342.8125,3878.0,-8679.6748046875
12523,226673.0,268687.4375,1034.0,-31581.798828125
12524,133060.0,177411.15625,1783.0,-14590.384765625
12525,215426.0,218670.21875,3255.0,-2334.43505859375
12526,29599.0,29837.888671875,27.0,-16137.4599609375
12527,129848.0,132556.421875,1485.0,-17901.609375
12528,131530.0,129592.65625,948.0,-18385.16015625
12529,8899.0,8121.96923828125,984.0,-12502.6650390625
12530,947327.0,940065.8125,1193.0,-18879.73046875
12531,4558.0,4252.31396484375,-592.0,-6019.580078125
12532,214599.0,216455.65625,3683.0,-18893.125
12533,2073.0,1803.351318359375,1479.0,-819.9450073242188
12534,2832.0,2488.35205078125,6565.0,4431.8447265625
12535,212238.0,215211.515625,2936.0,-1151.875
12536,10358.0,9493.91015625,7531.0,12951.634765625
12537,1367246.0,1363058.125,7880.0,9220.03515625
12538,3130252.0,3107859.75,47928.0,47634.51953125
12539,50122.0,49362.04296875,4935.0,-191.52000427246094
12540,275704.0,275350.75,1388.0,-9808.2744140625
12541,214742.0,211496.28125,1652.0,-14828.64453125
12546,2916.0,2294.01318359375,351.0,-2894.64990234375
12547,181234.0,177026.21875,4136.0,-1412.1749267578125
12548,140937.0,142281.984375,3447.0,-12137.9599609375
12549,2882.0,2249.741943359375,5002.0,3128.2548828125
12551,8053.0,7511.8017578125,13718.0,2697.3349609375
12553,189869.0,187380.75,4136.0,-13431.4794921875
12554,3539.0,3220.4326171875,3855.0,5742.93994140625
12555,141182.0,140048.03125,2750.0,-16032.484375
12556,181656.0,177410.015625,3017.0,-2755.18994140625
12557,963856.0,951610.3125,3929.0,435.9549865722656
12558,145694.0,144700.59375,3248.0,-17260.740234375
12559,7086.0,11980.6572265625,161.0,-10022.689453125
12560,5506.0,5067.45361328125,4851.0,5108.14990234375
12561,131933.0,134658.375,6055.0,3300.10986328125
12563,16305.0,16340.4384765625,4359.0,3170.909912109375
12564,959532.0,944795.0,7610.0,-15258.234375
12565,6963.0,6542.04736328125,3159.0,633.0800170898438
12566,5957.0,5250.0888671875,2873.0,-10264.939453125
12567,946371.0,936804.5,8748.0,9696.7451171875
12569,127452.0,128755.4453125,4131.0,4538.14990234375
12570,8980.0,8220.0751953125,2738.0,-2785.2099609375
12571,246768.0,407025.0625,8702.0,19336.109375
12572,5679.0,5647.7275390625,2594.0,4525.32470703125
12573,6746.0,6397.32958984375,2764.0,4988.830078125
12574,6295.0,5539.39013671875,3005.0,-6147.06982421875
12575,261868.0,255353.78125,6981.0,13582.625
12576,5264.0,5020.306640625,2842.0,4091.744873046875
12577,21751.0,20599.240234375,4737.0,-2110.139892578125
12578,7339.0,7682.73388671875,7915.0,12088.8447265625
12579,7824.0,7442.7197265625,7740.0,13816.7998046875
12580,1724.0,1158.876953125,15.0,-1600.3699951171875
12581,9403.0,9177.5244140625,5957.0,10496.169921875
12583,860286.0,863823.6875,9668.0,25561.650390625
12586,455257.0,442610.0625,6462.0,-542.4500122070312
12587,55319.0,55339.06640625,2345.0,-7590.68994140625
12588,6117.0,5892.8916015625,5330.0,5793.669921875
12590,204660.0,208480.75,5950.0,2099.215087890625
12591,260412.0,258477.640625,6672.0,6451.830078125
12592,226777.0,224813.4375,2153.0,-7885.85498046875
12593,138453.0,134130.453125,8059.0,16267.7998046875
12594,206828.0,205932.140625,4329.0,-2673.489990234375
12595,4641.0,4893.04345703125,2646.0,-493.42999267578125
12596,217109.0,219816.46875,3237.0,-2353.909912109375
12597,199456.0,198247.0,6204.0,-4375.794921875
12598,3693.0,3405.81005859375,2959.0,-4560.3798828125
12599,21772.0,28872.880859375,3525.0,-6676.69482421875
12600,23071.0,22586.765625,3587.0,-3181.455078125
12601,6166.0,5661.0361328125,3648.0,3679.919921875
12602,7692.0,7848.4501953125,920.0,-3881.510009765625
12603,3772.0,3345.75634765625,787.0,-4796.93017578125
12604,8524.0,8063.5205078125,877.0,-5112.7099609375
12605,48199.0,47030.11328125,5141.0,3551.85986328125
12606,6937.0,7491.337890625,2502.0,2433.425048828125
12608,253543.0,255639.125,2187.0,-7306.06982421875
12609,898822.0,903528.9375,5074.0,-6206.5400390625
12610,5296.0,5056.48583984375,2592.0,-2981.2900390625
12611,41921.0,41575.85546875,2707.0,-1818.39501953125
12613,119379.0,118756.4296875,3665.0,2168.659912109375
12614,3232.0,2513.43017578125,1235.0,-1734.2249755859375
12615,38439.0,38330.546875,3614.0,-2467.625
12616,3156102.0,3132726.0,58792.0,53545.89453125
12618,54049.0,54521.71875,7224.0,16015.7646484375
12619,892822.0,907169.9375,8283.0,23023.9140625
12621,3182.0,3277.878173828125,5850.0,5650.41015625
12622,29938.0,29295.59765625,7670.0,6994.7548828125
12623,6621.0,6252.478515625,3094.0,430.5400085449219
12624,8838.0,8403.5126953125,2304.0,2281.994873046875
12625,147056.0,147929.984375,3089.0,-2821.5
12626,930528.0,915520.5625,6273.0,13780.7001953125
12627,3704.0,3255.207763671875,711.0,-1205.074951171875
12628,4926.0,4999.44140625,2659.0,-1817.1600341796875
12630,975897.0,957683.875,13542.0,18925.044921875
12631,43527.0,44096.57421875,5677.0,10098.1201171875
12633,821282.0,831164.0625,9967.0,26336.849609375
12635,1886.0,1702.7044677734375,2027.0,-3018.244873046875
12637,3118761.0,3063666.75,57576.0,69313.515625
12638,21774.0,25122.197265625,7546.0,11031.3046875
12640,49585.0,48572.5859375,9524.0,19596.41015625
12641,132261.0,134092.46875,5792.0,9411.6494140625
12642,48588.0,49180.61328125,9867.0,9688.4794921875
12643,37839.0,37504.70703125,8819.0,14742.5751953125
12644,197458.0,200041.59375,7146.0,7891.5546875
12645,128417.0,126395.4296875,5557.0,16777.759765625
12647,2720.0,2050.721923828125,4577.0,5802.125
12648,118143.0,117656.265625,20639.0,34426.765625
12650,38203.0,37500.625,9404.0,9921.419921875
12651,224237.0,232958.34375,9839.0,26170.884765625
12652,209976.0,214532.203125,8412.0,20376.07421875
12653,7519.0,6902.63720703125,4548.0,5516.080078125
12654,3444.0,2987.038818359375,4390.0,418.6650085449219
12655,224435.0,227257.984375,6378.0,14297.3095703125
12656,92657.0,92909.7734375,8925.0,29888.234375
12657,3427461.0,3481432.0,59979.0,92590.421875
12658,972691.0,971717.8125,8879.0,20217.994140625
12659,272656.0,268751.1875,6363.0,-1047.1849365234375
12660,10868.0,10864.4462890625,3656.0,3063.0849609375
12661,1624.0,1400.429443359375,3266.0,602.6799926757812
12662,11043.0,10067.0283203125,8698.0,15659.7998046875
12663,46886.0,47289.5234375,9080.0,22432.16015625
12664,257175.0,472530.75,4402.0,11717.5849609375
12665,37708.0,36325.56640625,9250.0,6160.46484375
12666,7735.0,7913.51953125,5562.0,5270.884765625
12669,11284.0,11621.4716796875,6332.0,2586.56494140625
12670,2983.0,2312.069580078125,5207.0,8548.669921875
12671,5473.0,5843.8720703125,6149.0,5110.6201171875
12673,1641.0,1300.6519775390625,4684.0,3784.22998046875
12674,3088.0,2665.905029296875,3246.0,1626.780029296875
12675,50934.0,49118.8203125,1427.0,-2889.89990234375
12676,8006.0,7292.18408203125,5716.0,923.6849975585938
12678,214254.0,217689.765625,7549.0,3391.5
12679,127695.0,128118.7265625,7880.0,766.4599609375
12680,654679.0,652544.8125,7209.0,19323.85546875
12681,301293.0,337187.375,6504.0,10375.8046875
12682,3862.0,3036.392578125,2663.0,2126.195068359375
12683,36099.0,35558.84375,8076.0,9300.21484375
12684,224232.0,222996.109375,6921.0,-67.92499542236328
12685,3347427.0,3348037.5,64835.0,70397.1875
12686,7637.0,7440.44580078125,6856.0,13207.1845703125
12688,1929.0,1396.283203125,5742.0,8196.41015625
12689,199354.0,200842.546875,6530.0,19389.78515625
12690,88044.0,86042.6484375,9132.0,21432.474609375
12691,49566.0,48441.4453125,6949.0,13687.884765625
12692,924564.0,914126.125,9086.0,25096.0546875
12694,4316.0,5034.48388671875,8747.0,7281.56005859375
12695,1768.0,1289.0157470703125,5319.0,2458.599853515625
12696,228646.0,242678.75,8424.0,20946.833984375
12697,123223.0,162930.921875,7624.0,6743.47998046875
12700,46641.0,45846.42578125,2583.0,1312.9949951171875
12701,913672.0,928300.8125,7455.0,16476.798828125
12702,8101.0,8344.1943359375,3787.0,8514.564453125
12703,5123.0,4883.212890625,7644.0,12701.974609375
12704,296453.0,293131.0625,8182.0,18259.759765625
12706,205690.0,199253.0625,7779.0,23407.810546875
12707,12534.0,12768.845703125,5271.0,5181.96484375
12708,81485.0,80519.5078125,6477.0,12821.1044921875
12710,43550.0,42444.89453125,6325.0,14847.8349609375
12711,4070.0,3182.581298828125,4785.0,2584.6650390625
12712,958976.0,936000.5625,6888.0,15601.4697265625
12713,4273.0,4473.53662109375,6707.0,2230.885009765625
12714,227229.0,224588.265625,1640.0,-6087.884765625
12716,3318743.0,3317597.75,63175.0,73072.1015625
12717,9204.0,8397.2265625,3539.0,3100.22998046875
12718,1953.0,1377.4244384765625,6209.0,5592.93505859375
12719,265444.0,266524.5625,4197.0,-2417.655029296875
12720,1983.0,1698.6251220703125,4325.0,1333.0400390625
12721,3406103.0,3413642.25,59582.0,56912.59765625
12722,38212.0,37523.4296875,6862.0,3538.655029296875
12723,183445.0,185159.15625,5300.0,2783.405029296875
12725,1818.0,1168.105712890625,5009.0,-1642.3599853515625
12726,3878.0,3684.812744140625,747.0,-2580.675048828125
12727,195208.0,192835.28125,5494.0,2737.139892578125
12728,125055.0,126278.53125,9693.0,6481.94482421875
12729,284189.0,279456.25,5081.0,9460.1953125
12730,130761.0,131009.203125,6968.0,7424.3447265625
12731,175792.0,173732.03125,8328.0,20489.029296875
12732,48312.0,50560.17578125,5853.0,14434.8701171875
12733,1769.0,1777.9388427734375,5540.0,6983.64013671875
12734,1904.0,1853.708251953125,4555.0,2998.9599609375
12736,103995.0,100729.0,7042.0,13577.6845703125
12737,4967.0,4691.548828125,10087.0,5586.759765625
12738,4823.0,4469.45703125,3477.0,2714.625
12739,206729.0,207560.609375,8012.0,14447.9794921875
12740,6827.0,6773.1669921875,11480.0,18614.490234375
12741,35187.0,34530.9765625,6645.0,13362.4150390625
12742,8862.0,8744.642578125,7663.0,15466.189453125
12743,194005.0,194940.296875,8567.0,27869.673828125
12744,3959.0,3970.168212890625,7506.0,8670.4599609375
12745,6156.0,5884.3984375,7581.0,18032.51953125
12746,134668.0,132300.015625,7538.0,12001.7294921875
12747,194226.0,191654.265625,5034.0,6026.22998046875
12748,86039.0,84130.359375,9239.0,22310.1796875
12749,47570.0,70399.8515625,8462.0,12117.25
12751,914636.0,909239.125,8954.0,15815.41015625
12755,290124.0,338165.75,6333.0,13155.7900390625
12756,277273.0,270612.5625,9579.0,15570.5947265625
12757,3175.0,3249.05517578125,3935.0,5384.2197265625
12758,138560.0,136857.421875,4996.0,-1356.125
12759,136221.0,144990.828125,7358.0,4959.6650390625
12760,9436.0,9531.0927734375,1003.0,-4589.1650390625
12761,4540.0,4258.46630859375,7188.0,14387.939453125
12762,1958.0,1561.798828125,6711.0,5271.35986328125
12763,968003.0,969433.125,9343.0,-3563.449951171875
12764,190909.0,192460.515625,6930.0,10604.1845703125
12765,6602.0,6441.33349609375,5567.0,5089.2451171875
12766,211385.0,215584.609375,2770.0,-6182.02978515625
12767,130219.0,127145.765625,4052.0,-1187.1199951171875
12768,273965.0,272572.46875,3758.0,6304.009765625
12770,1727.0,1864.0738525390625,5180.0,7593.44482421875
12771,32470.0,38165.09765625,3485.0,851.2000122070312
12774,247417.0,247045.15625,6029.0,7749.14990234375
12775,242734.0,236776.171875,6622.0,9278.7451171875
12776,3678.0,3320.277099609375,4352.0,5895.22509765625
12777,8784.0,8503.625,1888.0,-2177.39990234375
12778,292139.0,296522.28125,7975.0,19830.015625
12779,233111.0,450534.96875,7703.0,16443.9296875
12781,253430.0,254797.375,9564.0,18445.673828125
12782,3402675.0,3403295.75,55895.0,64377.12890625
12783,207894.0,297452.71875,10294.0,61312.05078125
12784,208326.0,209004.25,6574.0,13419.4150390625
12785,939273.0,921365.0,7064.0,5621.14990234375
12787,1792.0,1473.0556640625,5352.0,1077.8699951171875
12788,9385.0,9929.3330078125,3784.0,3159.699951171875
12792,113879.0,112038.03125,16628.0,18444.439453125
12794,1702.0,1230.2325439453125,-1130.0,-4503.3798828125
12795,227488.0,228002.03125,3260.0,-2473.324951171875
12796,264373.0,264358.09375,2741.0,-20416.1640625
12797,1604.0,1084.0438232421875,816.0,-1970.8699951171875
12798,122961.0,125492.078125,781.0,-6675.4599609375
12800,262742.0,266787.65625,6546.0,-987.1449584960938
12801,5406.0,5325.12255859375,1475.0,-1936.669921875
12803,9442.0,8871.97265625,2452.0,-5918.21484375
12806,127877.0,124393.59375,4873.0,3197.320068359375
12807,194973.0,195959.609375,1146.0,-12284.4501953125
12808,250920.0,248397.5625,3407.0,-11117.7548828125
12809,3206.0,3136.303955078125,2692.0,-1685.9649658203125
12810,922336.0,911528.875,3051.0,-12118.1044921875
12811,818033.0,809933.1875,10579.0,8463.64453125
12813,3502753.0,3551717.0,61642.0,56100.4453125
12814,3281.0,3091.230224609375,1376.0,-1313.375
12815,234183.0,230362.25,1895.0,-14018.76953125
12816,293183.0,294772.1875,1884.0,-6132.9150390625
12817,979797.0,953913.3125,5589.0,-360.04998779296875
12819,103876.0,104742.4375,226.0,-5601.580078125
12821,7622.0,6949.31591796875,-1031.0,-14486.5498046875
12822,236348.0,240848.859375,-686.0,-41771.0234375
12823,298570.0,295815.15625,3720.0,-9453.6396484375
12824,227763.0,225930.90625,915.0,-9492.58984375
12825,193525.0,194006.328125,3285.0,-10841.3994140625
12826,205571.0,207893.515625,891.0,-18238.57421875
12827,4178.0,3848.121337890625,524.0,-1687.77001953125
12828,113374.0,113590.203125,3837.0,-5378.14013671875
12829,223635.0,324381.46875,2437.0,-1785.429931640625
12830,110939.0,110192.1484375,4819.0,4119.10498046875
12831,213864.0,213233.359375,6782.0,10575.875
12832,11684.0,11097.9072265625,4165.0,-1742.5849609375
12834,225238.0,228961.359375,5124.0,2545.429931640625
12835,255189.0,259396.96875,6031.0,1337.219970703125
12836,3315.0,2945.108154296875,-253.0,-4624.884765625
12837,197220.0,198075.265625,1423.0,-5099.60009765625
12838,56418.0,57029.80078125,742.0,-8980.634765625
12839,137983.0,139641.890625,3308.0,-5551.134765625
12841,54987.0,54743.8125,4205.0,-3941.929931640625
12842,229580.0,236133.828125,4436.0,6456.86474609375
12844,226653.0,220376.140625,4962.0,-5347.5498046875
12845,878265.0,952281.375,46668.0,49576.984375
12846,991627.0,978186.0625,3635.0,762.1849975585938
12847,114144.0,112391.0,4652.0,-7675.90478515625
12848,49024.0,48272.65234375,918.0,-7110.65478515625
12849,31176.0,29596.0,4845.0,2431.52490234375
12852,199029.0,199984.140625,3704.0,-311.885009765625
12853,6606.0,6188.14453125,2656.0,-1323.635009765625
12854,1041531.0,1013074.25,26991.0,36460.90625
12855,2406.0,1859.9945068359375,4124.0,5350.4951171875
12856,216786.0,343365.34375,5208.0,350.6449890136719
12857,9502.0,9224.4033203125,4870.0,2174.929931640625
12858,3691.0,3595.333984375,3961.0,822.4149780273438
12859,3095.0,2639.623291015625,3878.0,1785.429931640625
12860,7382.0,7235.9423828125,5041.0,10618.5302734375
12861,6520.0,6469.1533203125,2108.0,2819.409912109375
12862,41753.0,40285.96875,6103.0,-1241.27001953125
12863,43165.0,42313.48828125,3062.0,4740.8798828125
12864,80531.0,84639.4765625,6621.0,909.1499633789062
12865,192291.0,192233.9375,4265.0,-2654.10986328125
12866,55970.0,56009.21875,8205.0,14600.2646484375
12868,281690.0,284368.28125,8027.0,23232.62890625
12869,7306.0,6554.1513671875,3737.0,827.4500122070312
12870,3434766.0,3412461.25,56236.0,50437.2109375
12871,227334.0,230428.984375,2844.0,-1491.7850341796875
12872,218772.0,213451.5625,3263.0,-2740.46484375
12873,10268.0,9538.7158203125,347.0,-3805.510009765625
12874,266510.0,270523.3125,8076.0,6314.080078125
12875,2060.0,1914.564453125,4918.0,-3748.98486328125
12876,10019.0,10185.6650390625,3335.0,-1117.77001953125
12879,3786.0,3211.404541015625,5685.0,5938.73486328125
12880,51771.0,51909.9140625,4958.0,-1084.4249267578125
12881,88262.0,86186.5625,2867.0,-5479.7900390625
12882,89340.0,88009.5078125,5984.0,10370.580078125
12883,40834.0,40443.86328125,4932.0,1489.7900390625
12884,115738.0,116005.2578125,5082.0,5204.0048828125
12885,48922.0,48499.42578125,3647.0,-4072.93505859375
12887,3301677.0,3235694.5,53873.0,39084.61328125
12888,43743.0,42742.48828125,3031.0,647.2349853515625
12889,143760.0,145559.125,2353.0,-2006.6849365234375
12890,297658.0,300979.125,4544.0,-9240.9345703125
12892,1537.0,1466.7694091796875,111.0,-1405.0499267578125
12893,1868.0,1864.0069580078125,2716.0,-2175.02490234375
12894,40981.0,47287.58203125,2602.0,-6099.85498046875
12896,312128.0,319905.46875,4155.0,-7050.8046875
12897,32795.0,32325.771484375,-1120.0,-16392.154296875
12898,97528.0,97244.4765625,2587.0,-9259.080078125
12899,2388.0,2291.07080078125,1918.0,-2596.635009765625
12900,1908.0,1614.8306884765625,2459.0,-6.174999713897705
12901,2767.0,2302.23876953125,2453.0,-3770.264892578125
12902,761093.0,751644.1875,7158.0,-3857.6650390625
12903,4223.0,4977.23876953125,9177.0,10146.5703125
12905,5033.0,4596.18505859375,4079.0,1888.5050048828125
12906,133210.0,133228.3125,3029.0,-9568.6845703125
12907,306084.0,310224.03125,5839.0,-10144.7646484375
12908,3475027.0,3395322.5,49566.0,29160.154296875
12910,1538.0,1337.9681396484375,4510.0,-2121.919921875
12911,960506.0,956871.6875,3503.0,-15301.4599609375
12912,969381.0,958697.625,2540.0,-16550.51953125
12913,44585.0,44460.77734375,2383.0,-6241.8798828125
12914,203071.0,201338.5625,437.0,-19380.5703125
12917,2196615.0,2366605.75,210097.0,177884.359375
12918,4739.0,4151.1318359375,296.0,-7347.39501953125
12920,299985.0,293664.9375,347.0,-17184.548828125
12921,8565.0,8014.03271484375,-1312.0,-9044.28515625
12922,230612.0,231029.390625,-1489.0,-23586.314453125
12923,4221.0,3866.779541015625,-3593.0,-16024.125
12924,207547.0,206128.28125,344.0,-16565.0546875
12925,295354.0,286211.15625,-73.0,-13405.830078125
12926,6020.0,5433.59423828125,314.0,-4846.80517578125
12927,184700.0,185266.765625,2997.0,-5582.580078125
12928,105540.0,107640.8046875,4311.0,3926.349853515625
12929,241423.0,244445.71875,3054.0,-2718.804931640625
12930,231738.0,234741.890625,3880.0,1671.429931640625
12931,39991.0,39372.92578125,6106.0,6912.39013671875
12932,883821.0,880019.3125,6747.0,4606.26513671875
12933,278933.0,280300.625,3152.0,123.87999725341797
12934,92354.0,92299.2109375,5376.0,4016.7900390625
12935,271811.0,270865.6875,4414.0,5825.3046875
12936,25462.0,25045.15625,4857.0,2855.224853515625
12937,295443.0,297763.5625,9514.0,9975.0947265625
12939,959868.0,945896.625,6761.0,453.1499938964844
12940,226868.0,225191.9375,5840.0,7085.955078125
12941,211250.0,214069.625,2965.0,-2606.324951171875
12942,32281.0,31134.99609375,2366.0,-6616.0849609375
12943,37520.0,36389.23046875,1173.0,-6688.0947265625
12944,3057956.0,3066786.5,54315.0,44852.5390625
12946,253930.0,440206.59375,3176.0,-20913.96484375
12947,311740.0,309401.34375,4354.0,-11070.4453125
12948,5552.0,5487.42822265625,2649.0,-265.9049987792969
12950,220210.0,215667.609375,5747.0,-3119.989990234375
12951,3191.0,2634.808349609375,3194.0,3695.405029296875
12952,251023.0,249469.703125,7099.0,8089.6298828125
12955,131396.0,127992.0,2609.0,-4687.48974609375
12956,7643.0,7249.18359375,2557.0,-2901.39501953125
12958,128557.0,126236.3984375,6681.0,18455.5546875
12959,126147.0,124611.0703125,6825.0,13883.109375
12960,70326.0,70166.1875,7234.0,14563.689453125
12961,3317895.0,3218011.0,67402.0,65767.8359375
12962,7921.0,7511.8017578125,3678.0,1664.969970703125
12963,270595.0,264811.3125,5213.0,9123.7998046875
12964,1932.0,1461.0181884765625,-808.0,-3134.52490234375
12965,40978.0,40884.703125,3385.0,6452.875
12966,2415.0,2033.4013671875,2708.0,947.625
12967,115452.0,114803.5859375,8675.0,11884.21484375
12969,280883.0,295492.75,4159.0,-5344.69970703125
12972,235496.0,229515.484375,1483.0,-8199.0703125
12973,138293.0,137435.6875,-103.0,-10781.8349609375
12974,2867.0,2223.326416015625,-1778.0,-10080.259765625
12976,44087.0,43955.40234375,3503.0,-8183.6796875
12977,137347.0,136358.59375,4140.0,-318.3450012207031
12979,80416.0,80048.109375,2690.0,-6395.02001953125
12980,3301805.0,3308881.5,57285.0,54435.28515625
12981,237374.0,235803.46875,3414.0,-4307.205078125
12982,204218.0,200990.609375,5396.0,-8502.3095703125
12983,98522.0,95473.4296875,-11.0,-10050.3349609375
12984,7892.0,7247.3779296875,2149.0,-6761.625
12985,8033.0,8203.7568359375,2060.0,-6576.08984375
12986,135548.0,136198.703125,2472.0,-5131.7099609375
12987,24457.0,24576.697265625,736.0,-5306.31982421875
12988,279978.0,276397.1875,5179.0,470.6300048828125
12990,7130.0,6403.41552734375,1105.0,-4174.5849609375
12991,296306.0,295695.71875,7909.0,9448.6044921875
12993,1034107.0,1910842.25,9547.0,3548.43994140625
12994,195677.0,195936.53125,1284.0,-15428.28515625
12995,302370.0,306222.03125,3070.0,-16898.314453125
12997,3265.0,2985.433837890625,-2908.0,-11009.9296875
12998,49976.0,49526.82421875,1283.0,-11496.615234375
13000,2010.0,1747.6444091796875,1281.0,-2771.530029296875
13001,42408.0,40776.09765625,-704.0,-11328.0849609375
13002,4453.0,4092.950927734375,186.0,-8734.2998046875
13003,39257.0,39715.59375,-2681.0,-27123.35546875
13004,5957.0,5535.44482421875,165.0,-7238.0498046875
13006,38778.0,37479.29296875,-546.0,-14917.375
13007,1824.0,1417.348876953125,-4922.0,-10701.8447265625
13008,264223.0,261607.71875,282.0,-14166.115234375
13009,1934.0,1549.159423828125,331.0,-5634.44970703125
13010,2168.0,1955.558837890625,931.0,-6557.08984375
13011,227432.0,225587.375,1480.0,-11362.6650390625
13013,3076.0,2944.50634765625,2153.0,-6339.35009765625
13014,2513.0,2399.8095703125,2398.0,-7147.7998046875
13015,8990.0,8229.1025390625,719.0,-9822.8095703125
13016,245085.0,247699.328125,1313.0,-19498.275390625
13017,146237.0,142657.09375,-827.0,-21792.333984375
13018,7217.0,7616.4609375,2877.0,-6541.69970703125
13019,210675.0,207774.140625,5257.0,866.114990234375
13020,265018.0,299417.5,-1358.0,-23284.59375
13022,53138.0,52769.05859375,527.0,-11332.5498046875
13023,2919.0,2615.2138671875,-549.0,-4290.6748046875
13024,937734.0,935396.5,770.0,-28504.84375
13025,117153.0,116911.546875,828.0,-14128.9697265625
13026,42113.0,40978.796875,534.0,-17573.57421875
13027,33142.0,33262.48828125,3011.0,-7209.64501953125
13028,19853.0,19188.244140625,-4319.0,-23193.109375
13029,810281.0,810788.875,3235.0,-15915.349609375
13030,3103.0,3317.6689453125,1740.0,-4945.89013671875
13031,126423.0,123231.3671875,2719.0,-5917.35986328125
13032,3218154.0,3181934.0,65038.0,48652.0625
13033,7388.0,7832.60107421875,1851.0,-3151.054931640625
13034,39978.0,41227.97265625,3748.0,-8121.455078125
13035,257648.0,260415.75,737.0,-12563.75
13036,43718.0,43743.33984375,-780.0,-14945.6845703125
13037,2960.0,2944.239013671875,2371.0,-7216.77001953125
13038,1975.0,1497.264404296875,-789.0,-2415.375
13039,1838.0,1383.643798828125,1362.0,-749.9299926757812
13040,2074.0,1713.8056640625,191.0,-3594.135009765625
13041,6946.0,6439.26025390625,4099.0,4251.81982421875
13043,2403.0,1718.219482421875,6486.0,4629.16015625
13044,40004.0,39624.5078125,2460.0,-5746.8349609375
13046,58066.0,58654.05859375,5160.0,4547.55517578125
13047,273053.0,267239.28125,2501.0,-8520.9296875
13048,220482.0,221568.390625,4102.0,7706.875
13049,256322.0,259231.59375,8181.0,19233.890625
13051,214087.0,213713.984375,4746.0,-6449.9296875
13052,21957.0,21452.1640625,1486.0,-4087.659912109375
13053,5385.0,5697.5498046875,7830.0,6340.6796875
13054,211613.0,209848.140625,6307.0,10557.7294921875
13055,47725.0,45873.109375,7137.0,11979.5
13057,4591.0,4113.81591796875,3401.0,1901.7099609375
13058,2051.0,1387.5225830078125,3699.0,3610.0
13059,119855.0,117344.09375,3149.0,27.170000076293945
13060,223949.0,232928.90625,6325.0,10398.509765625
13061,242154.0,237712.8125,4981.0,6214.044921875
13062,5577.0,5439.47900390625,5345.0,5509.3349609375
13063,184222.0,181205.84375,2930.0,2272.780029296875
13064,212844.0,213725.5625,6203.0,6046.1796875
13066,14178.0,13825.73828125,5326.0,1667.5350341796875
13067,978341.0,975713.0,8580.0,19276.0703125
13068,3921.0,3543.57275390625,4086.0,4967.64501953125
13069,7540.0,6900.96533203125,4589.0,-2048.675048828125
13070,2747.0,2355.538330078125,4783.0,7812.98974609375
13071,1017441.0,1134214.0,11440.0,38722.47265625
13072,6926.0,7035.78515625,8349.0,10415.7998046875
13073,294419.0,297806.375,10068.0,33945.3046875
13074,48874.0,48267.703125,7364.0,13335.625
13075,972169.0,967927.75,7322.0,22476.904296875
13076,177834.0,180504.921875,4331.0,5445.2099609375
13077,9802.0,9925.052734375,8999.0,13152.3701171875
13078,47348.0,47382.6796875,4305.0,7405.15478515625
13079,27877.0,27969.6015625,7592.0,13501.3994140625
13080,975945.0,985682.625,8702.0,24599.015625
13081,947494.0,953692.25,5551.0,13677.625
13082,85518.0,84260.8359375,5001.0,7194.5400390625
13083,7519.0,7840.96044921875,4494.0,6141.93994140625
13084,34658.0,33900.34375,4667.0,8302.5244140625
13085,7798.0,8193.6591796875,3661.0,2764.8798828125
13086,44268.0,43117.859375,9517.0,19034.865234375
13087,10168.0,9919.16796875,2814.0,-353.30499267578125
13088,117851.0,114830.265625,6348.0,3451.5400390625
13089,4861.0,4828.44189453125,2107.0,-3761.3349609375
